sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;utter-project_EuroLLM-22B-2512_correct_nll;utter-project_EuroLLM-22B-2512_incorrect_nll;utter-project_EuroLLM-22B-2512_certainty;utter-project_EuroLLM-22B-2512_decision
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Šis filmas perteikia graikišką gyvenimo būdą.;Šis filmas perteikia gyvenimo būdą graikiškai.; ;;ChatGPT;;4.043029308319092;5.147120952606201;1.1040916442871094;correct
353.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Tada ir kilo gruziniška parlamentinė kova.;Tada ir kilo parlamentinė kova gruziniškai.; ;Created a full sentence by looking at the corpus.;vlkk;;6.471351146697998;6.376550674438477;-0.09480047225952148;incorrect
354.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Trūksta laikinų poilsiaviečių, o ir esamos ne visos jaukios.;Trūksta laikinų poilsiaviečių, gi ir esamos ne visos jaukios.; ;;vlkk;;3.3464808464050293;3.9421932697296143;0.595712423324585;correct
355.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis mušė, o mes tik žiūrėjome.;Jis mušė, gi mes tik žiūrėjome.; ;;vlkk;;3.9316561222076416;4.8302788734436035;0.8986227512359619;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Indijos gyventojų skaičius jau persirito per milijardą, o Pakistane jis siekia vos 200 milijonų.;Indijos gyventojų skaičius jau persirito per milijardą, gi Pakistane jis siekia vos 200 milijonų.; ;;internet;https://vki.lrv.lt/lt/naujienos/birzelio-ir-liepos-men-spaudos-leidiniuose-pastebetos-kalbos-klaidos/?lang=fr;2.390056848526001;2.6276729106903076;0.23761606216430664;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Geriausia vaistažoles rinkti tada, kai augaluose susikaupia daugiausia veikliųjų medžiagų, bet į tai mažai kas atsižvelgia.;Geriausia vaistažoles rinkti tada, kai augaluose susikaupia daugiausia veikliųjų medžiagų, gi į tai mažai kas atsižvelgia.; ;;internet;https://etalpykla.lituanistika.lt/object/LT-LDB-0001:J.04~2014~1516887943445/J.04~2014~1516887943445.pdf;2.1775472164154053;2.4776861667633057;0.3001389503479004;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Mokiniai dirbo atsakingai, bet rezultatai vis tiek buvo prasti.;Mokiniai dirbo atsakingai, gi rezultatai vis tiek buvo prasti.; ;;ChatGPT;;3.51613187789917;3.680138349533081;0.16400647163391113;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Tegul dirba tik rankos, o kojos ilsisi.;Tegul dirba tik rankos, gi kojos ilsisi.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.87178373336792;5.472067832946777;0.6002840995788574;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Saulė švietė ryškiai, bet oras buvo šaltas.;Saulė švietė ryškiai, gi oras buvo šaltas.; ;;ChatGPT;;2.7802464962005615;3.4077067375183105;0.627460241317749;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Dažnai tėvai savo vaikus bando apsaugoti nuo sunkumų, o šioje situacijoje vaikas turėjo subręsti labai anksti.;Dažnai tėvai savo vaikus bando apsaugoti nuo sunkumų, gi šioje situacijoje vaikas turėjo subręsti labai anksti.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;2.784475088119507;2.8850150108337402;0.1005399227142334;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis labai norėjo padėti, bet niekas neprašė jo pagalbos.;Jis labai norėjo padėti, gi niekas neprašė jo pagalbos.; ;;ChatGPT;;3.0976195335388184;4.034321308135986;0.936701774597168;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Komanda treniravosi intensyviai, bet pralaimėjo rungtynes.;Komanda treniravosi intensyviai, gi pralaimėjo rungtynes.; ;;ChatGPT;;2.735415458679199;3.488912343978882;0.7534968852996826;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis padarė klaidą, tačiau niekas to nepastebėjo.;Jis padarė klaidą, gi niekas to nepastebėjo.; ;;ChatGPT;;2.953847646713257;3.699859619140625;0.7460119724273682;correct
356.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Vienos moterys negali atsidžiaugti patogiais žemakulniais batais, o kitos tebeieško aukštakulnių.;Vienos moterys negali atsidžiaugti patogiais žemakulniais batais, gi kitos tebeieško aukštakulnių.; ;;vlkk;;2.4878151416778564;2.7322778701782227;0.2444627285003662;correct
357.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;1;daug ir daug;Čia dar slypi daug daug paslapčių.;Čia dar slypi daug ir daug paslapčių.; ;;vlkk;;4.334050178527832;4.1406474113464355;-0.19340276718139648;incorrect
358.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Buvome labai labai laimingi.;Buvome labai ir labai laimingi.; ;;vlkk;;5.5273895263671875;4.955111503601074;-0.5722780227661133;incorrect
359.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;3;minios ir minios;Gatvėmis plaukė minių minios žmonių.;Gatvėmis plaukė minios ir minios žmonių.; ;;vlkk;;4.590875625610352;3.980440855026245;-0.6104347705841064;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Gyvūnija turi labai labai didelę reikšmę žmogui.;Gyvūnija turi labai ir labai didelę reikšmę žmogui.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.2398974895477295;3.2214014530181885;-0.018496036529541016;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;1;daug ir daug;Miške auga daug daug medžių.;Miške auga daug ir daug medžių.; ;;ChatGPT;;4.21159553527832;3.8625106811523438;-0.34908485412597656;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Jis buvo labai labai pavargęs.;Jis buvo labai ir labai pavargęs.; ;;ChatGPT;;5.111756324768066;3.7326300144195557;-1.3791263103485107;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;3;minios ir minios;Koncerte dalyvavo minių minios žmonių.;Koncerte dalyvavo minios ir minios žmonių.; ;;ChatGPT;;4.852668762207031;3.8823251724243164;-0.9703435897827148;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;4;tūkstančius ir tūkstančius;Mes gavome tūkstančių tūkstančius laiškų.;Mes gavome tūkstančius ir tūkstančius laiškų.; ;;ChatGPT;;4.144503593444824;3.768002986907959;-0.37650060653686523;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;1;daug ir daug;Knygoje aprašyta daug daug nuotykių.;Knygoje aprašyta daug ir daug nuotykių.; ;;ChatGPT;;4.120604991912842;4.154764652252197;0.03415966033935547;correct
360.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;4;tūkstančius ir tūkstančius;Turėjome peržiūrėti tūkstančių tūkstančius bylų.;Turėjome peržiūrėti tūkstančius ir tūkstančius bylų.; ;;vlkk;;3.785806179046631;3.345437526702881;-0.44036865234375;incorrect
361.0;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jei susitikome, turime pasišnekėti. ;Sykį susitikome, turime pasišnekėti. ; ;;vlkk;;3.9200994968414307;4.0911664962768555;0.1710669994354248;correct
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jeigu nusprendei, taip ir daryk.;Sykį nusprendei, taip ir daryk.; ;;internet;https://talpykla.elaba.lt/elaba-fedora/objects/elaba:4622103/datastreams/MAIN/content;3.5053634643554688;3.9958248138427734;0.4904613494873047;correct
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jeigu nori, aplyginsiu tavo šukuoseną.;Sykį nori, aplyginsiu tavo šukuoseną.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.217891216278076;5.3452534675598145;1.1273622512817383;correct
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jei ne ji, ir šiandien būtumėm laisvi.;Sykį ne ji, ir šiandien būtumėm laisvi.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.199324131011963;4.9279351234436035;0.7286109924316406;correct
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jei laimėtume loterijoje, pirktume naują namą.;Sykį laimėtume loterijoje, pirktume naują namą.; ;;ChatGPT;;2.6840760707855225;3.752887725830078;1.0688116550445557;correct
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jei oras bus geras, eisime į paplūdimį.;Sykį oras bus geras, eisime į paplūdimį.; ;;ChatGPT;;2.7443835735321045;3.208156108856201;0.4637725353240967;correct
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jeigu jis pasirašytų sutartį, projektas prasidėtų greičiau.;Sykį jis pasirašytų sutartį, projektas prasidėtų greičiau.; ;;ChatGPT;;3.3578500747680664;4.409849166870117;1.0519990921020508;correct
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jei pavyktų sutaupyti pinigų, keliautume į užsienį.;Sykį pavyktų sutaupyti pinigų, keliautume į užsienį.; ;;ChatGPT;;2.7901220321655273;3.4119765758514404;0.6218545436859131;correct
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jei padarysi namų darbus, galėsi žiūrėti televizorių.;Sykį padarysi namų darbus, galėsi žiūrėti televizorių.; ;;ChatGPT;;2.7463150024414062;3.6609866619110107;0.9146716594696045;correct
362.0;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Tai ir važiuok, jei jau nutarei.;Tai ir važiuok, sykį jau nutarei.; ;;vlkk;;4.743069648742676;5.628570556640625;0.8855009078979492;correct
363.0;4;Coordination of Sentence Elements and Clauses;31;6.4 Vietoj to, kad;1;6.4.1 Vietoj to, kad should not be used with an infinitive or participle in place of užuot.;1;;Užuot paaiškinęs, dar labiau viską supainiojo.;Vietoj to, kad paaiškinti, dar labiau viską supainiojo.; ;;vlkk;;3.221142530441284;3.1777384281158447;-0.04340410232543945;incorrect
364.0;4;Coordination of Sentence Elements and Clauses;31;6.4 Vietoj to, kad;1;6.4.1 Vietoj to, kad should not be used with an infinitive or participle in place of užuot.;1;;Užuot ugdę savus restauruotojus, švaistėme lėšas kitur.;Vietoj to, kad ugdyti savus restauruotojus, švaistėme lėšas kitur.; ;;vlkk;;3.8616340160369873;3.938326120376587;0.07669210433959961;correct
;4;Coordination of Sentence Elements and Clauses;31;6.4 Vietoj to, kad;1;6.4.1 Vietoj to, kad should not be used with an infinitive or participle in place of užuot.;1;;Užuot mokęsi, jie šlaistosi gatvėmis.;Vietoj to, kad mokytis, jie šlaistosi gatvėmis.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6756-vietoj-to-kad-bendratis;2.80698299407959;3.075605869293213;0.26862287521362305;correct
;4;Coordination of Sentence Elements and Clauses;31;6.4 Vietoj to, kad;1;6.4.1 Vietoj to, kad should not be used with an infinitive or participle in place of užuot.;1;;Užuot treniravęsis, jis savaitę kažkur linksminosi.;Vietoj to, kad treniruotis, jis savaitę kažkur linksminosi.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6756-vietoj-to-kad-bendratis;3.4392635822296143;3.8094406127929688;0.3701770305633545;correct
;4;Coordination of Sentence Elements and Clauses;31;6.4 Vietoj to, kad;1;6.4.1 Vietoj to, kad should not be used with an infinitive or participle in place of užuot.;1;;Užuot rašęs ataskaitą, jis žiūrėjo televizorių.;Vietoj to, kad rašyti ataskaitą, jis žiūrėjo televizorių.; ;;ChatGPT;;2.8800454139709473;3.205335855484009;0.3252904415130615;correct
;4;Coordination of Sentence Elements and Clauses;31;6.4 Vietoj to, kad;1;6.4.1 Vietoj to, kad should not be used with an infinitive or participle in place of užuot.;1;;Užuot ruošęsi egzaminui, studentai išėjo į kiną.;Vietoj to, kad ruoštis egzaminui, studentai išėjo į kiną.; ;;ChatGPT;;2.6840269565582275;3.001040458679199;0.3170135021209717;correct
;4;Coordination of Sentence Elements and Clauses;31;6.4 Vietoj to, kad;1;6.4.1 Vietoj to, kad should not be used with an infinitive or participle in place of užuot.;1;;Padėkojau ir užuot grįžęs prie laiško, išėjau į sodą.;Padėkojau ir vietoj to, kad grįžus prie laiško, išėjau į sodą.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;3.3337135314941406;3.241990804672241;-0.09172272682189941;incorrect
;4;Coordination of Sentence Elements and Clauses;31;6.4 Vietoj to, kad;1;6.4.1 Vietoj to, kad should not be used with an infinitive or participle in place of užuot.;1;;Užuot mokęsis užsienio kalbos, jis žaidė kompiuterinius žaidimus.;Vietoj to, kad mokytis užsienio kalbos, jis žaidė kompiuterinius žaidimus.; ;;ChatGPT;;2.768914222717285;2.9134974479675293;0.14458322525024414;correct
