sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;microsoft_Phi-3-mini-128k-instruct_correct_nll;microsoft_Phi-3-mini-128k-instruct_incorrect_nll;microsoft_Phi-3-mini-128k-instruct_certainty;microsoft_Phi-3-mini-128k-instruct_decision
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei sutartį pasirašytume šiandien, projektas prasidėtų rytoj.;Jei sutartį pasirašius šiandien, projektas prasidėtų rytoj.; ;;ChatGPT;;4.013267517089844;4.010427474975586;-0.0028400421142578125;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei visus skaičiavimus patikrintume, rastume neatitikimų.;Jei visus skaičiavimus patikrinus, rastume neatitikimų.; ;;ChatGPT;;5.517038345336914;5.619231700897217;0.10219335556030273;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu kambarį išvalytumėte, svečiai būtų maloniai nustebinti.;Jeigu kambarį išvalius, svečiai būtų maloniai nustebinti.; ;;ChatGPT;;4.938040256500244;5.129507541656494;0.19146728515625;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu pasiūlymu pasinaudotume, gautume nuolaidą.;Jeigu pasiūlymu pasinaudojus, gautume nuolaidą.; ;;ChatGPT;;5.730277061462402;5.608537197113037;-0.12173986434936523;incorrect
349.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Projektas būtų patobulintas, jei atidėtume svarstymą.;Projektas būtų patobulintas, jei atidėjus svarstymą.; ;;vlkk;;4.2769575119018555;4.400571346282959;0.12361383438110352;correct
350.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Ji džiaugėsi, kad šeimos nepalies itališkos skyrybos.;Ji džiaugėsi, kad šeimos nepalies skyrybos itališkai.; ;Created a full sentence by looking at the corpus.;vlkk;;4.720976829528809;5.061309337615967;0.3403325080871582;correct
351.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Bet ar tai tikrai kanadietiškas poilsis?;Bet ar tai tikrai poilsis kanadietiškai?; ;Created a full sentence by looking at the corpus.;vlkk;;6.182150840759277;6.81196403503418;0.6298131942749023;correct
352.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Namuose jo laukė mėsos ir bulvių apkepas, obuolių pudingas ir vilnietiški viščiukai.;Namuose jo laukė mėsos ir bulvių apkepas, obuolių pudingas ir viščiukai vilnietiškai.; ;Created a full sentence by looking at the corpus.;vlkk;;5.506462574005127;5.393834590911865;-0.11262798309326172;incorrect
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Slinko dienos, lietuviška puota artėjo ir artėjo.;Slinko dienos, puota lietuviškai artėjo ir artėjo.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;5.130285263061523;5.10559606552124;-0.024689197540283203;incorrect
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Ar tai tikrai amerikietiška tradicija?;Ar tai tikrai tradicija amerikietiškai?; ;;ChatGPT;;6.999903678894043;6.96520471572876;-0.0346989631652832;incorrect
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Jie mėgavosi prancūzišku vynu.;Jie mėgavosi vynu prancūziškai.; ;;ChatGPT;;5.0821709632873535;4.976842880249023;-0.10532808303833008;incorrect
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Konferencijoje buvo pristatyta japoniška virtuvė.;Konferencijoje buvo pristatyta virtuvė japoniškai.; ;;ChatGPT;;6.034012317657471;5.855472564697266;-0.17853975296020508;incorrect
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Šeima šventė ispanišką Kalėdų vakarienę.;Šeima šventė Kalėdų vakarienę ispaniškai.; ;;ChatGPT;;4.349313259124756;4.40985107421875;0.06053781509399414;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Šis filmas perteikia graikišką gyvenimo būdą.;Šis filmas perteikia gyvenimo būdą graikiškai.; ;;ChatGPT;;4.209165096282959;4.218991279602051;0.009826183319091797;correct
353.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Tada ir kilo gruziniška parlamentinė kova.;Tada ir kilo parlamentinė kova gruziniškai.; ;Created a full sentence by looking at the corpus.;vlkk;;6.378015995025635;6.372895240783691;-0.005120754241943359;incorrect
354.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Trūksta laikinų poilsiaviečių, o ir esamos ne visos jaukios.;Trūksta laikinų poilsiaviečių, gi ir esamos ne visos jaukios.; ;;vlkk;;5.710200786590576;6.2408246994018555;0.5306239128112793;correct
355.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis mušė, o mes tik žiūrėjome.;Jis mušė, gi mes tik žiūrėjome.; ;;vlkk;;4.513212203979492;4.699138164520264;0.18592596054077148;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Indijos gyventojų skaičius jau persirito per milijardą, o Pakistane jis siekia vos 200 milijonų.;Indijos gyventojų skaičius jau persirito per milijardą, gi Pakistane jis siekia vos 200 milijonų.; ;;internet;https://vki.lrv.lt/lt/naujienos/birzelio-ir-liepos-men-spaudos-leidiniuose-pastebetos-kalbos-klaidos/?lang=fr;4.525862693786621;4.767111778259277;0.24124908447265625;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Geriausia vaistažoles rinkti tada, kai augaluose susikaupia daugiausia veikliųjų medžiagų, bet į tai mažai kas atsižvelgia.;Geriausia vaistažoles rinkti tada, kai augaluose susikaupia daugiausia veikliųjų medžiagų, gi į tai mažai kas atsižvelgia.; ;;internet;https://etalpykla.lituanistika.lt/object/LT-LDB-0001:J.04~2014~1516887943445/J.04~2014~1516887943445.pdf;4.271209239959717;4.475991249084473;0.20478200912475586;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Mokiniai dirbo atsakingai, bet rezultatai vis tiek buvo prasti.;Mokiniai dirbo atsakingai, gi rezultatai vis tiek buvo prasti.; ;;ChatGPT;;4.737372398376465;5.062746047973633;0.32537364959716797;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Tegul dirba tik rankos, o kojos ilsisi.;Tegul dirba tik rankos, gi kojos ilsisi.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;7.1532182693481445;7.093930244445801;-0.05928802490234375;incorrect
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Saulė švietė ryškiai, bet oras buvo šaltas.;Saulė švietė ryškiai, gi oras buvo šaltas.; ;;ChatGPT;;4.1975998878479;4.656693935394287;0.4590940475463867;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Dažnai tėvai savo vaikus bando apsaugoti nuo sunkumų, o šioje situacijoje vaikas turėjo subręsti labai anksti.;Dažnai tėvai savo vaikus bando apsaugoti nuo sunkumų, gi šioje situacijoje vaikas turėjo subręsti labai anksti.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;4.160627841949463;4.375028133392334;0.2144002914428711;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis labai norėjo padėti, bet niekas neprašė jo pagalbos.;Jis labai norėjo padėti, gi niekas neprašė jo pagalbos.; ;;ChatGPT;;4.415092945098877;4.369065761566162;-0.046027183532714844;incorrect
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Komanda treniravosi intensyviai, bet pralaimėjo rungtynes.;Komanda treniravosi intensyviai, gi pralaimėjo rungtynes.; ;;ChatGPT;;6.150930404663086;6.427605152130127;0.276674747467041;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis padarė klaidą, tačiau niekas to nepastebėjo.;Jis padarė klaidą, gi niekas to nepastebėjo.; ;;ChatGPT;;3.7180068492889404;4.5241875648498535;0.8061807155609131;correct
356.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Vienos moterys negali atsidžiaugti patogiais žemakulniais batais, o kitos tebeieško aukštakulnių.;Vienos moterys negali atsidžiaugti patogiais žemakulniais batais, gi kitos tebeieško aukštakulnių.; ;;vlkk;;5.256398677825928;5.431747913360596;0.17534923553466797;correct
357.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;1;daug ir daug;Čia dar slypi daug daug paslapčių.;Čia dar slypi daug ir daug paslapčių.; ;;vlkk;;6.090756893157959;5.993551254272461;-0.09720563888549805;incorrect
358.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Buvome labai labai laimingi.;Buvome labai ir labai laimingi.; ;;vlkk;;6.5283122062683105;6.8887152671813965;0.36040306091308594;correct
359.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;3;minios ir minios;Gatvėmis plaukė minių minios žmonių.;Gatvėmis plaukė minios ir minios žmonių.; ;;vlkk;;5.987563610076904;5.252892971038818;-0.7346706390380859;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Gyvūnija turi labai labai didelę reikšmę žmogui.;Gyvūnija turi labai ir labai didelę reikšmę žmogui.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.172395706176758;3.1207168102264404;-0.05167889595031738;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;1;daug ir daug;Miške auga daug daug medžių.;Miške auga daug ir daug medžių.; ;;ChatGPT;;6.247443199157715;6.155605316162109;-0.09183788299560547;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Jis buvo labai labai pavargęs.;Jis buvo labai ir labai pavargęs.; ;;ChatGPT;;4.578267574310303;4.934476375579834;0.35620880126953125;correct
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;3;minios ir minios;Koncerte dalyvavo minių minios žmonių.;Koncerte dalyvavo minios ir minios žmonių.; ;;ChatGPT;;6.852131366729736;6.147597312927246;-0.7045340538024902;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;4;tūkstančius ir tūkstančius;Mes gavome tūkstančių tūkstančius laiškų.;Mes gavome tūkstančius ir tūkstančius laiškų.; ;;ChatGPT;;4.900767803192139;4.666680812835693;-0.2340869903564453;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;1;daug ir daug;Knygoje aprašyta daug daug nuotykių.;Knygoje aprašyta daug ir daug nuotykių.; ;;ChatGPT;;5.332428932189941;5.4021124839782715;0.06968355178833008;correct
360.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;4;tūkstančius ir tūkstančius;Turėjome peržiūrėti tūkstančių tūkstančius bylų.;Turėjome peržiūrėti tūkstančius ir tūkstančius bylų.; ;;vlkk;;4.014270305633545;3.8860092163085938;-0.12826108932495117;incorrect
361.0;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jei susitikome, turime pasišnekėti. ;Sykį susitikome, turime pasišnekėti. ; ;;vlkk;;7.480071067810059;5.298517227172852;-2.181553840637207;incorrect
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jeigu nusprendei, taip ir daryk.;Sykį nusprendei, taip ir daryk.; ;;internet;https://talpykla.elaba.lt/elaba-fedora/objects/elaba:4622103/datastreams/MAIN/content;6.257843017578125;5.462767601013184;-0.7950754165649414;incorrect
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jeigu nori, aplyginsiu tavo šukuoseną.;Sykį nori, aplyginsiu tavo šukuoseną.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;7.103151798248291;5.951344013214111;-1.1518077850341797;incorrect
