sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;meta-llama_Llama-3.1-70B_correct_nll;meta-llama_Llama-3.1-70B_incorrect_nll;meta-llama_Llama-3.1-70B_certainty;meta-llama_Llama-3.1-70B_decision
348.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu apskaičiuotume nuostolius, išaiškėtų tikroji įmonės padėtis.;Jeigu apskaičiavus nuostolius, išaiškėtų tikroji įmonės padėtis.; ;;vlkk;;1.992841362953186;1.968240737915039;-0.024600625038146973;incorrect
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei parduotume kad ir po litą, vis tiek būtų pelno.;Jei pardavus kad ir po litą, vis tiek būtų pelno.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;3.5282371044158936;4.212498664855957;0.6842615604400635;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Padėtis darosi grėsminga, jei nepasakytume – katastrofiška.;Padėtis darosi grėsminga, jei nepasakius – katastrofiška.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6875-jei-su-padalyviu;2.9250433444976807;3.0234384536743164;0.09839510917663574;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dar pagalvotume, surastume geresnį sprendimą.;Jeigu dar pagalvojus, surastume geresnį sprendimą.; ;;internet;https://talpykla.elaba.lt/elaba-fedora/objects/elaba:4622103/datastreams/MAIN/content;3.0774805545806885;3.3508687019348145;0.273388147354126;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu dokumentus pateiktume laiku, gautume premiją.;Jeigu dokumentus pateikus laiku, gautume premiją.; ;;ChatGPT;;3.7469537258148193;4.163819313049316;0.41686558723449707;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei sutartį pasirašytume šiandien, projektas prasidėtų rytoj.;Jei sutartį pasirašius šiandien, projektas prasidėtų rytoj.; ;;ChatGPT;;2.264113187789917;2.411733627319336;0.14762043952941895;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei visus skaičiavimus patikrintume, rastume neatitikimų.;Jei visus skaičiavimus patikrinus, rastume neatitikimų.; ;;ChatGPT;;3.134476661682129;3.2744479179382324;0.13997125625610352;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu kambarį išvalytumėte, svečiai būtų maloniai nustebinti.;Jeigu kambarį išvalius, svečiai būtų maloniai nustebinti.; ;;ChatGPT;;1.96366286277771;2.3815886974334717;0.4179258346557617;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu pasiūlymu pasinaudotume, gautume nuolaidą.;Jeigu pasiūlymu pasinaudojus, gautume nuolaidą.; ;;ChatGPT;;3.1422839164733887;3.265401840209961;0.12311792373657227;correct
349.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Projektas būtų patobulintas, jei atidėtume svarstymą.;Projektas būtų patobulintas, jei atidėjus svarstymą.; ;;vlkk;;2.577000856399536;2.8193447589874268;0.24234390258789062;correct
350.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Ji džiaugėsi, kad šeimos nepalies itališkos skyrybos.;Ji džiaugėsi, kad šeimos nepalies skyrybos itališkai.; ;Created a full sentence by looking at the corpus.;vlkk;;3.914097309112549;4.2256646156311035;0.3115673065185547;correct
351.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Bet ar tai tikrai kanadietiškas poilsis?;Bet ar tai tikrai poilsis kanadietiškai?; ;Created a full sentence by looking at the corpus.;vlkk;;5.150761604309082;5.418973922729492;0.26821231842041016;correct
352.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Namuose jo laukė mėsos ir bulvių apkepas, obuolių pudingas ir vilnietiški viščiukai.;Namuose jo laukė mėsos ir bulvių apkepas, obuolių pudingas ir viščiukai vilnietiškai.; ;Created a full sentence by looking at the corpus.;vlkk;;2.740262746810913;2.882153272628784;0.1418905258178711;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Slinko dienos, lietuviška puota artėjo ir artėjo.;Slinko dienos, puota lietuviškai artėjo ir artėjo.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.079587459564209;4.260623931884766;0.18103647232055664;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Ar tai tikrai amerikietiška tradicija?;Ar tai tikrai tradicija amerikietiškai?; ;;ChatGPT;;3.740373373031616;3.9820141792297363;0.24164080619812012;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Jie mėgavosi prancūzišku vynu.;Jie mėgavosi vynu prancūziškai.; ;;ChatGPT;;3.364830493927002;3.4813122749328613;0.11648178100585938;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Konferencijoje buvo pristatyta japoniška virtuvė.;Konferencijoje buvo pristatyta virtuvė japoniškai.; ;;ChatGPT;;3.0490550994873047;3.2166247367858887;0.16756963729858398;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Šeima šventė ispanišką Kalėdų vakarienę.;Šeima šventė Kalėdų vakarienę ispaniškai.; ;;ChatGPT;;2.7350709438323975;2.701326847076416;-0.033744096755981445;incorrect
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Šis filmas perteikia graikišką gyvenimo būdą.;Šis filmas perteikia gyvenimo būdą graikiškai.; ;;ChatGPT;;2.8333985805511475;3.173750400543213;0.34035181999206543;correct
353.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Tada ir kilo gruziniška parlamentinė kova.;Tada ir kilo parlamentinė kova gruziniškai.; ;Created a full sentence by looking at the corpus.;vlkk;;4.76766300201416;4.660311222076416;-0.10735177993774414;incorrect
354.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Trūksta laikinų poilsiaviečių, o ir esamos ne visos jaukios.;Trūksta laikinų poilsiaviečių, gi ir esamos ne visos jaukios.; ;;vlkk;;2.848742723464966;3.1530492305755615;0.3043065071105957;correct
355.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis mušė, o mes tik žiūrėjome.;Jis mušė, gi mes tik žiūrėjome.; ;;vlkk;;3.94024658203125;4.321201801300049;0.38095521926879883;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Indijos gyventojų skaičius jau persirito per milijardą, o Pakistane jis siekia vos 200 milijonų.;Indijos gyventojų skaičius jau persirito per milijardą, gi Pakistane jis siekia vos 200 milijonų.; ;;internet;https://vki.lrv.lt/lt/naujienos/birzelio-ir-liepos-men-spaudos-leidiniuose-pastebetos-kalbos-klaidos/?lang=fr;1.997496485710144;2.246229887008667;0.24873340129852295;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Geriausia vaistažoles rinkti tada, kai augaluose susikaupia daugiausia veikliųjų medžiagų, bet į tai mažai kas atsižvelgia.;Geriausia vaistažoles rinkti tada, kai augaluose susikaupia daugiausia veikliųjų medžiagų, gi į tai mažai kas atsižvelgia.; ;;internet;https://etalpykla.lituanistika.lt/object/LT-LDB-0001:J.04~2014~1516887943445/J.04~2014~1516887943445.pdf;1.8569974899291992;1.9746137857437134;0.11761629581451416;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Mokiniai dirbo atsakingai, bet rezultatai vis tiek buvo prasti.;Mokiniai dirbo atsakingai, gi rezultatai vis tiek buvo prasti.; ;;ChatGPT;;3.3359780311584473;3.5484836101531982;0.21250557899475098;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Tegul dirba tik rankos, o kojos ilsisi.;Tegul dirba tik rankos, gi kojos ilsisi.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.81323766708374;6.731249809265137;0.9180121421813965;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Saulė švietė ryškiai, bet oras buvo šaltas.;Saulė švietė ryškiai, gi oras buvo šaltas.; ;;ChatGPT;;2.056166887283325;2.6052329540252686;0.5490660667419434;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Dažnai tėvai savo vaikus bando apsaugoti nuo sunkumų, o šioje situacijoje vaikas turėjo subręsti labai anksti.;Dažnai tėvai savo vaikus bando apsaugoti nuo sunkumų, gi šioje situacijoje vaikas turėjo subręsti labai anksti.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;1.874672770500183;2.1629106998443604;0.28823792934417725;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis labai norėjo padėti, bet niekas neprašė jo pagalbos.;Jis labai norėjo padėti, gi niekas neprašė jo pagalbos.; ;;ChatGPT;;2.997727155685425;3.118037223815918;0.12031006813049316;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Komanda treniravosi intensyviai, bet pralaimėjo rungtynes.;Komanda treniravosi intensyviai, gi pralaimėjo rungtynes.; ;;ChatGPT;;3.4734084606170654;3.896397590637207;0.4229891300201416;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis padarė klaidą, tačiau niekas to nepastebėjo.;Jis padarė klaidą, gi niekas to nepastebėjo.; ;;ChatGPT;;2.9808990955352783;3.9356274604797363;0.954728364944458;correct
356.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Vienos moterys negali atsidžiaugti patogiais žemakulniais batais, o kitos tebeieško aukštakulnių.;Vienos moterys negali atsidžiaugti patogiais žemakulniais batais, gi kitos tebeieško aukštakulnių.; ;;vlkk;;2.576921224594116;2.765244960784912;0.1883237361907959;correct
357.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;1;daug ir daug;Čia dar slypi daug daug paslapčių.;Čia dar slypi daug ir daug paslapčių.; ;;vlkk;;3.7421035766601562;3.5407891273498535;-0.20131444931030273;incorrect
358.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Buvome labai labai laimingi.;Buvome labai ir labai laimingi.; ;;vlkk;;5.577849864959717;5.410053253173828;-0.16779661178588867;incorrect
359.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;3;minios ir minios;Gatvėmis plaukė minių minios žmonių.;Gatvėmis plaukė minios ir minios žmonių.; ;;vlkk;;3.296318292617798;2.6417312622070312;-0.6545870304107666;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Gyvūnija turi labai labai didelę reikšmę žmogui.;Gyvūnija turi labai ir labai didelę reikšmę žmogui.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;2.407477855682373;2.365361452102661;-0.042116403579711914;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;1;daug ir daug;Miške auga daug daug medžių.;Miške auga daug ir daug medžių.; ;;ChatGPT;;4.1853461265563965;4.144803047180176;-0.0405430793762207;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Jis buvo labai labai pavargęs.;Jis buvo labai ir labai pavargęs.; ;;ChatGPT;;4.199328899383545;4.26352596282959;0.06419706344604492;correct
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;3;minios ir minios;Koncerte dalyvavo minių minios žmonių.;Koncerte dalyvavo minios ir minios žmonių.; ;;ChatGPT;;3.5619702339172363;3.4227423667907715;-0.13922786712646484;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;4;tūkstančius ir tūkstančius;Mes gavome tūkstančių tūkstančius laiškų.;Mes gavome tūkstančius ir tūkstančius laiškų.; ;;ChatGPT;;2.905104637145996;2.6653528213500977;-0.23975181579589844;incorrect
