sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;CohereLabs_aya-expanse-8b_correct_nll;CohereLabs_aya-expanse-8b_incorrect_nll;CohereLabs_aya-expanse-8b_certainty;CohereLabs_aya-expanse-8b_decision
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei sutartį pasirašytume šiandien, projektas prasidėtų rytoj.;Jei sutartį pasirašius šiandien, projektas prasidėtų rytoj.; ;;ChatGPT;;3.0224289894104004;3.2573232650756836;0.2348942756652832;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jei visus skaičiavimus patikrintume, rastume neatitikimų.;Jei visus skaičiavimus patikrinus, rastume neatitikimų.; ;;ChatGPT;;5.188791275024414;5.809049606323242;0.6202583312988281;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu kambarį išvalytumėte, svečiai būtų maloniai nustebinti.;Jeigu kambarį išvalius, svečiai būtų maloniai nustebinti.; ;;ChatGPT;;3.755101203918457;4.189182281494141;0.4340810775756836;correct
;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Jeigu pasiūlymu pasinaudotume, gautume nuolaidą.;Jeigu pasiūlymu pasinaudojus, gautume nuolaidą.; ;;ChatGPT;;3.678436279296875;3.500361442565918;-0.17807483673095703;incorrect
349.0;3;Use of Forms;26;5.10 Adverbial participle;3;5.10.3 Past tense aorist adverbial participle must not be used to express a condition with the conjunction jeigu.;1;;Projektas būtų patobulintas, jei atidėtume svarstymą.;Projektas būtų patobulintas, jei atidėjus svarstymą.; ;;vlkk;;3.3829450607299805;3.9752109050750732;0.5922658443450928;correct
350.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Ji džiaugėsi, kad šeimos nepalies itališkos skyrybos.;Ji džiaugėsi, kad šeimos nepalies skyrybos itališkai.; ;Created a full sentence by looking at the corpus.;vlkk;;5.3102617263793945;6.2940216064453125;0.983759880065918;correct
351.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Bet ar tai tikrai kanadietiškas poilsis?;Bet ar tai tikrai poilsis kanadietiškai?; ;Created a full sentence by looking at the corpus.;vlkk;;6.601020336151123;7.722204685211182;1.1211843490600586;correct
352.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Namuose jo laukė mėsos ir bulvių apkepas, obuolių pudingas ir vilnietiški viščiukai.;Namuose jo laukė mėsos ir bulvių apkepas, obuolių pudingas ir viščiukai vilnietiškai.; ;Created a full sentence by looking at the corpus.;vlkk;;5.42818021774292;5.854916572570801;0.42673635482788086;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Slinko dienos, lietuviška puota artėjo ir artėjo.;Slinko dienos, puota lietuviškai artėjo ir artėjo.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;5.779898166656494;6.238219261169434;0.45832109451293945;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Ar tai tikrai amerikietiška tradicija?;Ar tai tikrai tradicija amerikietiškai?; ;;ChatGPT;;6.415647506713867;6.326442241668701;-0.08920526504516602;incorrect
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Jie mėgavosi prancūzišku vynu.;Jie mėgavosi vynu prancūziškai.; ;;ChatGPT;;6.174107551574707;5.772307395935059;-0.40180015563964844;incorrect
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Konferencijoje buvo pristatyta japoniška virtuvė.;Konferencijoje buvo pristatyta virtuvė japoniškai.; ;;ChatGPT;;4.664884090423584;5.105101108551025;0.4402170181274414;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Šeima šventė ispanišką Kalėdų vakarienę.;Šeima šventė Kalėdų vakarienę ispaniškai.; ;;ChatGPT;;5.059548377990723;5.28953218460083;0.22998380661010742;correct
;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Šis filmas perteikia graikišką gyvenimo būdą.;Šis filmas perteikia gyvenimo būdą graikiškai.; ;;ChatGPT;;4.447140216827393;4.621798992156982;0.17465877532958984;correct
353.0;3;Use of Forms;27;5.10 Adverbs;1;5.11.1 Adverbs ending in -ai (formed from adjectives with the suffix -iškas) should not be used to indicate the quality of a thing.;1;;Tada ir kilo gruziniška parlamentinė kova.;Tada ir kilo parlamentinė kova gruziniškai.; ;Created a full sentence by looking at the corpus.;vlkk;;7.182514667510986;7.011269569396973;-0.17124509811401367;incorrect
354.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Trūksta laikinų poilsiaviečių, o ir esamos ne visos jaukios.;Trūksta laikinų poilsiaviečių, gi ir esamos ne visos jaukios.; ;;vlkk;;4.576183795928955;5.104865074157715;0.5286812782287598;correct
355.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis mušė, o mes tik žiūrėjome.;Jis mušė, gi mes tik žiūrėjome.; ;;vlkk;;5.238699436187744;5.724584579467773;0.4858851432800293;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Indijos gyventojų skaičius jau persirito per milijardą, o Pakistane jis siekia vos 200 milijonų.;Indijos gyventojų skaičius jau persirito per milijardą, gi Pakistane jis siekia vos 200 milijonų.; ;;internet;https://vki.lrv.lt/lt/naujienos/birzelio-ir-liepos-men-spaudos-leidiniuose-pastebetos-kalbos-klaidos/?lang=fr;2.8519394397735596;3.2899668216705322;0.43802738189697266;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Geriausia vaistažoles rinkti tada, kai augaluose susikaupia daugiausia veikliųjų medžiagų, bet į tai mažai kas atsižvelgia.;Geriausia vaistažoles rinkti tada, kai augaluose susikaupia daugiausia veikliųjų medžiagų, gi į tai mažai kas atsižvelgia.; ;;internet;https://etalpykla.lituanistika.lt/object/LT-LDB-0001:J.04~2014~1516887943445/J.04~2014~1516887943445.pdf;4.363755226135254;4.358307361602783;-0.005447864532470703;incorrect
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Mokiniai dirbo atsakingai, bet rezultatai vis tiek buvo prasti.;Mokiniai dirbo atsakingai, gi rezultatai vis tiek buvo prasti.; ;;ChatGPT;;6.13342809677124;6.7580084800720215;0.6245803833007812;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Tegul dirba tik rankos, o kojos ilsisi.;Tegul dirba tik rankos, gi kojos ilsisi.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;7.111784934997559;7.266709327697754;0.1549243927001953;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Saulė švietė ryškiai, bet oras buvo šaltas.;Saulė švietė ryškiai, gi oras buvo šaltas.; ;;ChatGPT;;5.592740058898926;5.7844085693359375;0.19166851043701172;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Dažnai tėvai savo vaikus bando apsaugoti nuo sunkumų, o šioje situacijoje vaikas turėjo subręsti labai anksti.;Dažnai tėvai savo vaikus bando apsaugoti nuo sunkumų, gi šioje situacijoje vaikas turėjo subręsti labai anksti.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;3.884403705596924;3.9454331398010254;0.06102943420410156;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis labai norėjo padėti, bet niekas neprašė jo pagalbos.;Jis labai norėjo padėti, gi niekas neprašė jo pagalbos.; ;;ChatGPT;;4.333603382110596;4.126386642456055;-0.20721673965454102;incorrect
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Komanda treniravosi intensyviai, bet pralaimėjo rungtynes.;Komanda treniravosi intensyviai, gi pralaimėjo rungtynes.; ;;ChatGPT;;7.236566543579102;7.238614082336426;0.0020475387573242188;correct
;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Jis padarė klaidą, tačiau niekas to nepastebėjo.;Jis padarė klaidą, gi niekas to nepastebėjo.; ;;ChatGPT;;4.553109169006348;5.229201793670654;0.6760926246643066;correct
356.0;4;Coordination of Sentence Elements and Clauses;28;6.1 Gi;1;6.1.1 Gi must not be used instead of a coordinating conjunction expressing contrast.;1;;Vienos moterys negali atsidžiaugti patogiais žemakulniais batais, o kitos tebeieško aukštakulnių.;Vienos moterys negali atsidžiaugti patogiais žemakulniais batais, gi kitos tebeieško aukštakulnių.; ;;vlkk;;6.207053184509277;6.70747184753418;0.5004186630249023;correct
357.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;1;daug ir daug;Čia dar slypi daug daug paslapčių.;Čia dar slypi daug ir daug paslapčių.; ;;vlkk;;6.024102210998535;5.777837753295898;-0.24626445770263672;incorrect
358.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Buvome labai labai laimingi.;Buvome labai ir labai laimingi.; ;;vlkk;;7.299688339233398;7.154170989990234;-0.14551734924316406;incorrect
359.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;3;minios ir minios;Gatvėmis plaukė minių minios žmonių.;Gatvėmis plaukė minios ir minios žmonių.; ;;vlkk;;6.153010845184326;5.612277507781982;-0.5407333374023438;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Gyvūnija turi labai labai didelę reikšmę žmogui.;Gyvūnija turi labai ir labai didelę reikšmę žmogui.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.6180429458618164;3.540555953979492;-0.07748699188232422;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;1;daug ir daug;Miške auga daug daug medžių.;Miške auga daug ir daug medžių.; ;;ChatGPT;;6.764307022094727;6.555830478668213;-0.20847654342651367;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;2;labai labai;Jis buvo labai labai pavargęs.;Jis buvo labai ir labai pavargęs.; ;;ChatGPT;;6.183684825897217;5.970455646514893;-0.21322917938232422;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;3;minios ir minios;Koncerte dalyvavo minių minios žmonių.;Koncerte dalyvavo minios ir minios žmonių.; ;;ChatGPT;;6.451704978942871;6.513049602508545;0.06134462356567383;correct
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;4;tūkstančius ir tūkstančius;Mes gavome tūkstančių tūkstančius laiškų.;Mes gavome tūkstančius ir tūkstančius laiškų.; ;;ChatGPT;;4.221560001373291;4.028815746307373;-0.19274425506591797;incorrect
;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;1;daug ir daug;Knygoje aprašyta daug daug nuotykių.;Knygoje aprašyta daug ir daug nuotykių.; ;;ChatGPT;;4.563985824584961;4.292516708374023;-0.2714691162109375;incorrect
360.0;4;Coordination of Sentence Elements and Clauses;29;6.2 Ir;1;6.2.1 Ir should not be used to link words in intensifying constructions with adjectives and adverbs.;4;tūkstančius ir tūkstančius;Turėjome peržiūrėti tūkstančių tūkstančius bylų.;Turėjome peržiūrėti tūkstančius ir tūkstančius bylų.; ;;vlkk;;3.223357915878296;2.5608911514282227;-0.6624667644500732;incorrect
361.0;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jei susitikome, turime pasišnekėti. ;Sykį susitikome, turime pasišnekėti. ; ;;vlkk;;6.386744976043701;6.996399402618408;0.609654426574707;correct
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jeigu nusprendei, taip ir daryk.;Sykį nusprendei, taip ir daryk.; ;;internet;https://talpykla.elaba.lt/elaba-fedora/objects/elaba:4622103/datastreams/MAIN/content;5.623908519744873;6.694259166717529;1.0703506469726562;correct
;4;Coordination of Sentence Elements and Clauses;30;6.3 Sykį;1;6.3.1 Sykį should not be used to introduce subordinate conditional clauses.;1;;Jeigu nori, aplyginsiu tavo šukuoseną.;Sykį nori, aplyginsiu tavo šukuoseną.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;7.417708396911621;7.465968608856201;0.04826021194458008;correct
